,study id,study link,name of data file in study,name of metadata column,phenotype keyword,label of class 1,label of class 0,technology platform,technique category,affiliation,organism,organism category,release date,number of samples in class 0,number of samples in class 1,number of samples,number of features,fatness,score of the best method,score of the best univariate method,score of the best multivariate method,name of the best multivariate method,tendency,text description of the dataset,text description embedding PC0,text description embedding PC1
MTBLS2795-MTBLS2795LCMSalternatinghilicmetaboliteprofiling-I91LW133V-WT,MTBLS2795,https://www.ebi.ac.uk/metabolights/editor/MTBLS2795,m_MTBLS2795_LC-MS_alternating_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Mutant],mutation,I91L+W133V,WT,Liquid Chromatography MS - alternating - hilic,LCMS,unknown,Escherichia coli,Bacteria,2021-06-30,47.0,44.0,91,18,0.1978021978021978,0.96379662004662,0.9130293317793317,0.96379662004662,GBtree,multivariate models performs better than univariate models,phenotype description  mutant  values  i91l+w133v  wt  organism  escherichia coli,0.1053009985154369,0.1290665802934619
MTBLS2824-NMRmetaboliteprofilingv2maf-Local-Advanced,MTBLS2824,https://www.ebi.ac.uk/metabolights/editor/MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Stage],other,Local,Advanced,Nuclear Magnetic Resonance (NMR) -,NMR,Chang Gung University,?,other or unknown,2021-07-28,11.0,52.0,63,39,0.6190476190476191,0.63125,0.621875,0.63125,XGBoost,multivariate and univariate models are equivalent,phenotype description  stage  values  local  advanced  organism  nan,0.1047291017249089,0.1304108838202356
MTBLS2824-NMRmetaboliteprofilingv2maf-High-Low,MTBLS2824,https://www.ebi.ac.uk/metabolights/editor/MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Grade],other,High,Low,Nuclear Magnetic Resonance (NMR) -,NMR,Chang Gung University,?,other or unknown,2021-07-28,17.0,46.0,63,39,0.6190476190476191,0.6063920454545454,0.6063920454545454,0.5893082611832612,SVMlinear,multivariate and univariate models are equivalent,phenotype description  grade  values  high  low  organism  nan,0.1044379635146187,0.1442314529958537
MTBLS2824-NMRmetaboliteprofilingv2maf-Female-Male,MTBLS2824,https://www.ebi.ac.uk/metabolights/editor/MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Gender],other,Female,Male,Nuclear Magnetic Resonance (NMR) -,NMR,Chang Gung University,?,other or unknown,2021-07-28,48.0,28.0,76,39,0.5131578947368421,0.6992063492063492,0.6841269841269841,0.6992063492063492,SVMlinear,multivariate and univariate models are equivalent,phenotype description  gender  values  female  male  organism  nan,0.0460076275575768,0.1534938591961319
MTBLS2824-NMRmetaboliteprofilingv2maf-GUcancer-control,MTBLS2824,https://www.ebi.ac.uk/metabolights/editor/MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Disease],cancer,GU cancer,control,Nuclear Magnetic Resonance (NMR) -,NMR,Chang Gung University,?,other or unknown,2021-07-28,13.0,63.0,76,39,0.5131578947368421,0.6393262987012988,0.5458333333333334,0.6393262987012988,SVMlinear,multivariate models performs better than univariate models,phenotype description  disease  values  gu cancer  control  organism  nan,-0.0100086948934945,0.2003519974590994
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-RootstockUngrafted-Rootstock3309C,MTBLS2831,https://www.ebi.ac.uk/metabolights/editor/MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Rootstock],other,Ungrafted,3309C,Liquid Chromatography MS - positive - reverse phase,LCMS,Saint Louis University,Vitis vinifera,plants,2022-01-07,37.0,34.0,71,661,9.309859154929578,0.7544642857142857,0.7349950396825395,0.7544642857142857,SVMlinear,multivariate and univariate models are equivalent,phenotype description  rootstock  values  ungrafted  3309c  organism  vitis vinifera,0.2986245231090876,-0.2790476071945518
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-RootstockSO4-RootstockUngrafted,MTBLS2831,https://www.ebi.ac.uk/metabolights/editor/MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Rootstock],other,SO4,Ungrafted,Liquid Chromatography MS - positive - reverse phase,LCMS,Saint Louis University,Vitis vinifera,plants,2022-01-07,34.0,33.0,67,661,9.865671641791044,0.7870379620379621,0.7490079365079365,0.7870379620379621,XGBoost,multivariate models performs better than univariate models,phenotype description  rootstock  values  so4  ungrafted  organism  vitis vinifera,0.2992800547760031,-0.2664770423872198
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-Rootstock1103P-RootstockSO4,MTBLS2831,https://www.ebi.ac.uk/metabolights/editor/MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Rootstock],other,1103P,SO4,Liquid Chromatography MS - positive - reverse phase,LCMS,Saint Louis University,Vitis vinifera,plants,2022-01-07,33.0,29.0,62,661,10.661290322580646,0.6961309523809525,0.6961309523809525,0.5031317640692641,XGBoost,univariate models performs better than multivariate models,phenotype description  rootstock  values  1103p  so4  organism  vitis vinifera,0.3251310335802059,-0.2594056185296303
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-CO357-CO356,MTBLS2831,https://www.ebi.ac.uk/metabolights/editor/MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Phenology],other,CO_357,CO_356,Liquid Chromatography MS - positive - reverse phase,LCMS,Saint Louis University,Vitis vinifera,plants,2022-01-07,67.0,66.0,133,661,4.969924812030075,1.0,0.9958333333333332,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  phenology  values  co_357  co_356  organism  vitis vinifera,0.2817309378332066,-0.3167021809624543
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-Rootstock3309C-Rootstock1103P,MTBLS2831,https://www.ebi.ac.uk/metabolights/editor/MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Rootstock],other,3309C,1103P,Liquid Chromatography MS - positive - reverse phase,LCMS,Saint Louis University,Vitis vinifera,plants,2022-01-07,29.0,37.0,66,661,10.015151515151516,0.7598214285714285,0.7598214285714285,0.579141865079365,XGBoost,univariate models performs better than multivariate models,phenotype description  rootstock  values  3309c  1103p  organism  vitis vinifera,0.3142160783196052,-0.2864289096041963
MTBLS2840-MTBLS2840LCMSpositivereversephasemetaboliteprofiling1-DMEM-Treatmentrest,MTBLS2840,https://www.ebi.ac.uk/metabolights/editor/MTBLS2840,m_MTBLS2840_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,Factor Value[Treatment],treatment,DMEM,none,Liquid Chromatography MS - positive - reverse phase,LCMS,Max Planck Institute for Biology of Ageing,Homo sapiens + Chlorocebus aethiops,other or unknown,2021-06-11,23.0,15.0,38,47,1.236842105263158,0.9583333333333334,0.95625,0.9583333333333334,RF,multivariate and univariate models are equivalent,phenotype description  treatment  values  dmem  none  organism  homo sapiens + chlorocebus aethiops,-0.0807982438253586,0.1263395768537759
MTBLS2840-MTBLS2840LCMSnegativereversephasemetaboliteprofiling-DMEM-Treatmentrest,MTBLS2840,https://www.ebi.ac.uk/metabolights/editor/MTBLS2840,m_MTBLS2840_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,DMEM,none,Liquid Chromatography MS - negative - reverse phase,LCMS,Max Planck Institute for Biology of Ageing,Homo sapiens + Chlorocebus aethiops,other or unknown,2021-06-11,23.0,16.0,39,44,1.1282051282051282,1.0,1.0,0.9875,PLSDA,multivariate and univariate models are equivalent,phenotype description  treatment  values  dmem  none  organism  homo sapiens + chlorocebus aethiops,-0.080686973762042,0.1264383511822828
MTBLS2841-MTBLS2841GCMSpositivemetaboliteprofiling-UlcerativeColitis-HealthyControl,MTBLS2841,https://www.ebi.ac.uk/metabolights/editor/MTBLS2841,m_MTBLS2841_GC-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[Patient],other,Ulcerative Colitis,Healthy Control,Gas Chromatography MS - positive,GCMS,unknown,Homo sapiens,Homo sapiens,2022-05-26,10.0,10.0,20,62,3.1,0.9375,0.90625,0.9375,rSCM,multivariate models performs better than univariate models,phenotype description  patient  values  ulcerative colitis  healthy control  organism  homo sapiens,-0.2296470066746735,-0.0092127140267225
MTBLS2945-MTBLS2945LCMSpositivereversephasemetaboliteprofiling-lithogenicdiet-control,MTBLS2945,https://www.ebi.ac.uk/metabolights/editor/MTBLS2945,m_MTBLS2945_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],diet,lithogenic diet,control,Liquid Chromatography MS - positive - reverse phase,LCMS,Harbin Medical University,Mus musculus,Mus musculus,2021-08-05,10.0,10.0,20,871,43.55,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  treatment  values  lithogenic diet  control  organism  mus musculus,0.0247002836896293,0.2583342163817327
MTBLS2945-MTBLS2945LCMSnegativereversephasemetaboliteprofiling-lithogenicdiet-control,MTBLS2945,https://www.ebi.ac.uk/metabolights/editor/MTBLS2945,m_MTBLS2945_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],diet,lithogenic diet,control,Liquid Chromatography MS - negative - reverse phase,LCMS,Harbin Medical University,Mus musculus,Mus musculus,2021-08-05,10.0,10.0,20,400,20.0,1.0,1.0,1.0,SVMlinear,multivariate and univariate models are equivalent,phenotype description  treatment  values  lithogenic diet  control  organism  mus musculus,0.0247002836896293,0.2583342163817327
MTBLS2963-MTBLS2963FIAMSnegativemetaboliteprofiling-BovigamIGRANegative-BovigamIGRAPositive,MTBLS2963,https://www.ebi.ac.uk/metabolights/editor/MTBLS2963,m_MTBLS2963_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,Factor Value[Bovigam IGRA],other,Negative,Positive,Flow injection analysis MS - negative,?,unknown,Bos taurus,mammals,2022-02-23,212.0,201.0,413,17,0.0411622276029055,0.6140023486370008,0.6140023486370008,0.6133806853402259,RF,multivariate and univariate models are equivalent,phenotype description  bovigam igra  values  negative  positive  organism  bos taurus,0.0154995178972248,-0.016410767846962
MTBLS2963-MTBLS2963FIAMSnegativemetaboliteprofiling-MAPChallenged-Control,MTBLS2963,https://www.ebi.ac.uk/metabolights/editor/MTBLS2963,m_MTBLS2963_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,Factor Value[MAP Infection],disease,MAP Challenged,Control,Flow injection analysis MS - negative,?,unknown,Bos taurus,mammals,2022-02-23,149.0,286.0,435,17,0.0390804597701149,0.8299029098669823,0.7259615644733525,0.8299029098669823,SVMrbf,multivariate models performs better than univariate models,phenotype description  map infection  values  map challenged  control  organism  bos taurus,0.0161308267295814,0.1493242372763948
MTBLS2963-MTBLS2963FIAMSpositivemetaboliteprofiling-MAPChallenged-Control,MTBLS2963,https://www.ebi.ac.uk/metabolights/editor/MTBLS2963,m_MTBLS2963_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[MAP Infection],disease,MAP Challenged,Control,Flow injection analysis MS - positive,?,unknown,Bos taurus,mammals,2022-02-23,149.0,286.0,435,8,0.0183908045977011,0.6825453619605573,0.5451389612822464,0.6825453619605573,SVMrbf,multivariate models performs better than univariate models,phenotype description  map infection  values  map challenged  control  organism  bos taurus,0.0161308267295814,0.1493242372763948
MTBLS2963-MTBLS2963FIAMSpositivemetaboliteprofiling-BovigamIGRANegative-BovigamIGRAPositive,MTBLS2963,https://www.ebi.ac.uk/metabolights/editor/MTBLS2963,m_MTBLS2963_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[Bovigam IGRA],other,Negative,Positive,Flow injection analysis MS - positive,?,unknown,Bos taurus,mammals,2022-02-23,212.0,201.0,413,8,0.0193704600484261,0.5856979116223591,0.5856979116223591,0.5789036132652732,rSCM,multivariate and univariate models are equivalent,phenotype description  bovigam igra  values  negative  positive  organism  bos taurus,0.0154995178972248,-0.016410767846962
MTBLS3038-MTBLS3038LCMSnegativereversephasemetaboliteprofiling-net-membrane,MTBLS3038,https://www.ebi.ac.uk/metabolights/editor/MTBLS3038,m_MTBLS3038_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Sampling method],other,net,membrane,Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,marine plankton environmental sample,other or unknown,2022-03-02,20.0,20.0,40,329,8.225,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  sampling method  values  net  membrane  organism  marine plankton environmental sample,0.1843415076458103,0.1231387350821049
MTBLS3038-MTBLS3038LCMSpositivereversephasemetaboliteprofiling-net-membrane,MTBLS3038,https://www.ebi.ac.uk/metabolights/editor/MTBLS3038,m_MTBLS3038_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Sampling method],other,net,membrane,Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,marine plankton environmental sample,other or unknown,2022-03-02,20.0,20.0,40,652,16.3,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  sampling method  values  net  membrane  organism  marine plankton environmental sample,0.1843415076458103,0.1231387350821049
MTBLS3184-MTBLS3184LCMSnegativereversephasemetaboliteprofiling-GM-WT,MTBLS3184,https://www.ebi.ac.uk/metabolights/editor/MTBLS3184,m_MTBLS3184_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Genotype],mutation,GM,WT,Liquid Chromatography MS - negative - reverse phase,LCMS,Nanjing Forestry University,Cryptomeria,plants,2022-08-12,12.0,12.0,24,65,2.708333333333333,1.0,1.0,1.0,ElasticNet,multivariate and univariate models are equivalent,phenotype description  genotype  values  gm  wt  organism  cryptomeria,0.177930392875463,-0.0751772942012856
MTBLS3184-MTBLS3184LCMSpositivereversephasemetaboliteprofiling-GM-WT,MTBLS3184,https://www.ebi.ac.uk/metabolights/editor/MTBLS3184,m_MTBLS3184_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Genotype],mutation,GM,WT,Liquid Chromatography MS - positive - reverse phase,LCMS,Nanjing Forestry University,Cryptomeria,plants,2022-08-12,12.0,12.0,24,288,12.0,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  genotype  values  gm  wt  organism  cryptomeria,0.177930392875463,-0.0751772942012856
MTBLS3201-MTBLS3201GCxGCMSmetaboliteprofiling-Window-Wall,MTBLS3201,https://www.ebi.ac.uk/metabolights/editor/MTBLS3201,m_MTBLS3201_GCxGC-MS___metabolite_profiling_v2_maf.tsv,Characteristics[Side],other,Window,Wall,Tandem Gas Chromatography MS,?,Fondazione Edmund Mach,Vitis vinifera,plants,2022-07-06,147.0,137.0,284,43,0.1514084507042253,0.5604019351137677,0.5604019351137677,0.5386093997018462,SCMBoost,univariate models performs better than multivariate models,phenotype description  side  values  window  wall  organism  vitis vinifera,0.2477049510548231,-0.2783103571639047
MTBLS3201-MTBLS3201GCxGCMSmetaboliteprofiling-Colored-Flint,MTBLS3201,https://www.ebi.ac.uk/metabolights/editor/MTBLS3201,m_MTBLS3201_GCxGC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Bottle Glass Color],other,Colored,Flint,Tandem Gas Chromatography MS,?,Fondazione Edmund Mach,Vitis vinifera,plants,2022-07-06,138.0,136.0,274,43,0.156934306569343,0.5938842710609952,0.5938842710609952,0.5608312863700795,XGBoost,univariate models performs better than multivariate models,phenotype description  bottle glass color  values  colored  flint  organism  vitis vinifera,0.2579399830508781,-0.2047223442905951
MTBLS3233-MTBLS3233LCMSpositivereversephasemetaboliteprofiling-Rheumatoidarthritis-Healthycontrol,MTBLS3233,https://www.ebi.ac.uk/metabolights/editor/MTBLS3233,m_MTBLS3233_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,Rheumatoid arthritis,Healthy control,Liquid Chromatography MS - positive - reverse phase,LCMS,Department of Clinical Laboratory,Homo sapiens,Homo sapiens,2022-01-11,26.0,26.0,52,88,1.6923076923076923,0.9220238095238096,0.8595238095238097,0.9220238095238096,rSCM,multivariate models performs better than univariate models,phenotype description  disease  values  rheumatoid arthritis  healthy control  organism  homo sapiens,-0.2883971775785299,-0.0612980875952971
MTBLS3233-MTBLS3233LCMSnegativereversephasemetaboliteprofiling-Rheumatoidarthritis-Healthycontrol,MTBLS3233,https://www.ebi.ac.uk/metabolights/editor/MTBLS3233,m_MTBLS3233_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,Rheumatoid arthritis,Healthy control,Liquid Chromatography MS - negative - reverse phase,LCMS,Department of Clinical Laboratory,Homo sapiens,Homo sapiens,2022-01-11,26.0,26.0,52,100,1.9230769230769231,0.7111111111111112,0.7111111111111112,0.7057043650793651,SVMlinear,multivariate and univariate models are equivalent,phenotype description  disease  values  rheumatoid arthritis  healthy control  organism  homo sapiens,-0.2883971775785299,-0.0612980875952971
MTBLS3286-MTBLS3286TargPOSLCMSreversephase-riboflavin-pantothenicacid,MTBLS3286,https://www.ebi.ac.uk/metabolights/editor/MTBLS3286,m_MTBLS3286_Targ_POS_LC-MS_reverse-phase_v2_maf.tsv,Factor Value[Treatment],treatment,riboflavin,pantothenic acid,Liquid Chromatography MS - positive - reverse phase,LCMS,Woods Hole Oceanographic Institution,sea water,other or unknown,2022-08-22,36.0,36.0,72,61,0.8472222222222222,0.8453282828282829,0.8390782828282828,0.8453282828282829,GBtree,multivariate and univariate models are equivalent,phenotype description  treatment  values  riboflavin  pantothenic acid  organism  sea water,0.1848281754162055,0.1799296620621023
