,id,file,n samples,n features,metadata column,1 label,0 label,Study Assay Technology Platform,affiliation,release date,organism,baseline majoritary score,best univariate score,best method score,best algo name,best algo score,tendency,number of algos runned,n zeros in y,n ones in y,best linear-based algo name,best linear-based algo score,best rule-based algo name,best rule-based algo score,technique category,organism curated,organism category,phenotype description combined,embeddings_PC0,embeddings_PC1,phenotype keyword,difference ML univariate,absolute difference |ML - univariate|,best overall score,fatness,is fat,release year,difference rule-based - linear-based,structure of best method
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-NZ-othercountries,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,2777,8,Factor Value[Country of origin],NZ,Tunisia,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5001903469279662,0.5839182927586842,SVMrbf,0.5839182927586842,multivariate models performs better than univariate models,?,829.0,1948.0,SVMrbf,0.5839182927586842,RF,0.5421605549652526,GCMS,Plants,plants,phenotype description  country of origin  values  nz  tunisia  organism  lolium perenne,-0.3259241544194921,-0.279197077100771,other,0.08372794583071808,0.08372794583071808,0.5839182927586842,0.0028808066258552397,False,2019,-0.041757737793431615,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-NZcultivar-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],NZ cultivar,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.5441358565919122,DT,0.5441358565919122,no models performs better than the baseline,?,2857.0,403.0,SVMrbf,0.5427988585111775,DT,0.5441358565919122,GCMS,Plants,plants,phenotype description  type  values  nz cultivar  nz elite breeding pool  organism  lolium perenne,-0.32097253288127087,-0.27082492268311775,cultivar,0.044135856591912215,0.044135856591912215,0.5441358565919122,0.00245398773006135,False,2019,0.0013369980807347304,baseline
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-NZelitebreedingpool-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],NZ elite breeding pool,European cultivar,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5205936119515822,0.527084562176489,SVMlinear,0.527084562176489,no models performs better than the baseline,?,1715.0,1545.0,SVMlinear,0.527084562176489,XGBoost,0.5268726489318751,GCMS,Plants,plants,phenotype description  type  values  nz elite breeding pool  european cultivar  organism  lolium perenne,-0.30857107117927085,-0.25198871653773575,cultivar,0.006490950224906866,0.006490950224906866,0.527084562176489,0.00245398773006135,False,2019,-0.00021191324461389272,baseline
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-NZxecotype-othercountries,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,2777,8,Factor Value[Country of origin],NZ x ecotype,Tunisia,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5037527736762368,0.5739410026291228,SVMrbf,0.5739410026291228,multivariate models performs better than univariate models,?,2474.0,303.0,SVMrbf,0.5739410026291228,SCM,0.5205305222553502,GCMS,Plants,plants,phenotype description  country of origin  values  nz x ecotype  tunisia  organism  lolium perenne,-0.32406472138401526,-0.25656557644696515,other,0.07018822895288601,0.07018822895288601,0.5739410026291228,0.0028808066258552397,False,2019,-0.053410480373772606,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Netherlands-othercountries,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,2777,8,Factor Value[Country of origin],Netherlands,Tunisia,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.6143227511919427,SVMrbf,0.6143227511919427,multivariate models performs better than univariate models,?,2475.0,302.0,SVMrbf,0.6143227511919427,RF,0.577906112377981,GCMS,Plants,plants,phenotype description  country of origin  values  netherlands  tunisia  organism  lolium perenne,-0.3163735433356103,-0.2769261145308067,other,0.11432275119194268,0.11432275119194268,0.6143227511919427,0.0028808066258552397,False,2019,-0.03641663881396173,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-Tunisia-othercountries,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,2777,8,Factor Value[Country of origin],Tunisia,Germany,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.6356738209239526,SVMrbf,0.6356738209239526,multivariate models performs better than univariate models,?,2682.0,95.0,SVMrbf,0.6356738209239526,RF,0.5597252396717889,GCMS,Plants,plants,phenotype description  country of origin  values  tunisia  germany  organism  lolium perenne,-0.30210281916574394,-0.2882395837576525,other,0.13567382092395264,0.13567382092395264,0.6356738209239526,0.0028808066258552397,False,2019,-0.07594858125216375,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-UKhighsugarcultivar-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],UK high sugar cultivar,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.5903375382061298,SVMrbf,0.5903375382061298,multivariate models performs better than univariate models,?,3186.0,74.0,SVMrbf,0.5903375382061298,DT,0.5227776132048979,GCMS,Plants,plants,phenotype description  type  values  uk high sugar cultivar  nz elite breeding pool  organism  lolium perenne,-0.31451678085817497,-0.25390470835504353,cultivar,0.09033753820612977,0.09033753820612977,0.5903375382061298,0.00245398773006135,False,2019,-0.06755992500123187,linear-based multivariate
MTBLS66-GCmetaboliteprofilingmassspectrometryv2maf-UScultivar-othercultivars,MTBLS66,m_mtbls66_GC_metabolite_profiling_mass_spectrometry_v2_maf.tsv,3260,8,Factor Value[Type],US cultivar,NZ elite breeding pool,DSQ II Trace Ultra (Thermo Scientific),AgResearch Ltd.,2019-03-01,Lolium perenne,0.5,0.5,0.5796502560279364,SVMlinear,0.5796502560279364,multivariate models performs better than univariate models,?,3201.0,59.0,SVMlinear,0.5796502560279364,GBtree,0.5296480011490915,GCMS,Plants,plants,phenotype description  type  values  us cultivar  nz elite breeding pool  organism  lolium perenne,-0.3266072755279071,-0.28555114098083567,cultivar,0.0796502560279364,0.0796502560279364,0.5796502560279364,0.00245398773006135,False,2019,-0.05000225487884491,linear-based multivariate
MTBLS6603-MTBLS6603LCMSnegativehilicmetaboliteprofiling-MCproducing-MCfree,MTBLS6603,m_MTBLS6603_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,24,122,Factor Value[Strain],MC-producing (FACHB-905),MC-free (FACHB-526),Liquid Chromatography MS - negative - hilic,unknown,2023-01-16,Microcystis aeruginosa,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,12.0,12.0,SVMlinear,0.9166666666666666,GBtree,1.0,LCMS,Bacteria,Bacteria,phenotype description  strain  values  mc-producing (fachb-905)  mc-free (fachb-526)  organism  microcystis aeruginosa,-0.2685725815054698,0.1478566840701356,mutation,0.0,0.0,1.0,5.083333333333333,True,2023,0.08333333333333337,univariate
MTBLS6603-MTBLS6603LCMSpositivehilicmetaboliteprofiling-MCproducing-MCfree,MTBLS6603,m_MTBLS6603_LC-MS_positive_hilic_metabolite_profiling_v2_maf.tsv,24,295,Factor Value[Strain],MC-producing (FACHB-905),MC-free (FACHB-526),Liquid Chromatography MS - positive - hilic,unknown,2023-01-16,Microcystis aeruginosa,0.5,1.0,1.0,DT,1.0,multivariate and univariate models are equivalent,?,12.0,12.0,PLSDA,0.840625,DT,1.0,LCMS,Bacteria,Bacteria,phenotype description  strain  values  mc-producing (fachb-905)  mc-free (fachb-526)  organism  microcystis aeruginosa,-0.2685725815054698,0.1478566840701356,mutation,0.0,0.0,1.0,12.291666666666666,True,2023,0.15937500000000004,univariate
MTBLS661-MTBLS661thiolsmycobacteriamassspectrometry-untreatedcontrol-treatedFusarateAzaguanineSulfaguanidine,MTBLS661,m_MTBLS661_thiols-mycobacteria_mass_spectrometry_v2_maf.tsv,22,1,Factor Value[Treatment],untreated control,Fusarate treated,Liquid Chromatography Tandem MS (LC-MS/MS),?,2018-07-05,Mycobacterium tuberculosis,0.5,0.5208333333333333,0.5729166666666666,AdaBoost,0.5729166666666666,multivariate models performs better than univariate models,?,12.0,10.0,SVMlinear,0.5625,AdaBoost,0.5729166666666666,LCMS,Bacteria,Bacteria,phenotype description  treatment  values  untreated control  fusarate treated  organism  mycobacterium tuberculosis,-0.047551601414329236,0.2677134948216148,treatment,0.05208333333333337,0.05208333333333337,0.5729166666666666,0.045454545454545456,False,2018,0.01041666666666663,rule-based multivariate
MTBLS6733-MTBLS6733LCMSpositivereversephasemetaboliteprofiling-SK0-SK2,MTBLS6733,m_MTBLS6733_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,157,1742,Factor Value[Treatment],SK0 (0%),SK2 (2%),Liquid Chromatography MS - positive - reverse phase,Center of Evolutionary Hologenomics,2023-06-13,Salmo salar,0.5,0.6465956676192743,0.6465956676192743,GBtree,0.5455002307096928,univariate models performs better than multivariate models,?,77.0,80.0,SVMrbf,0.502726963761213,GBtree,0.5455002307096928,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  sk0 (0%)  sk2 (2%)  organism  salmo salar,-0.1071903787478204,0.14305347542072178,treatment,-0.10109543690958156,0.10109543690958156,0.6465956676192743,11.095541401273886,True,2023,0.04277326694847983,univariate
MTBLS6733-MTBLS6733LCMSpositivereversephasemetaboliteprofiling-SK1-SK0,MTBLS6733,m_MTBLS6733_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,158,1742,Factor Value[Treatment],SK1 (1%),SK0 (0%),Liquid Chromatography MS - positive - reverse phase,Center of Evolutionary Hologenomics,2023-06-13,Salmo salar,0.5,0.6344657181054238,0.6344657181054238,AdaBoost,0.5977514774849333,univariate models performs better than multivariate models,?,80.0,78.0,SVMlinear,0.5347604856336474,AdaBoost,0.5977514774849333,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  sk1 (1%)  sk0 (0%)  organism  salmo salar,-0.11033656497291401,0.1589865338453001,treatment,-0.03671424062049056,0.03671424062049056,0.6344657181054238,11.025316455696203,True,2023,0.06299099185128587,univariate
MTBLS6733-MTBLS6733LCMSpositivereversephasemetaboliteprofiling-SK2-SK1,MTBLS6733,m_MTBLS6733_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,155,1742,Factor Value[Treatment],SK2 (2%),SK1 (1%),Liquid Chromatography MS - positive - reverse phase,Center of Evolutionary Hologenomics,2023-06-13,Salmo salar,0.5,0.6415356328935083,0.6415356328935083,ElasticNet,0.5279907353460952,univariate models performs better than multivariate models,?,78.0,77.0,SVMlinear,0.5152165328007046,SCMBoost,0.5232399614704182,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  sk2 (2%)  sk1 (1%)  organism  salmo salar,-0.11701249605998675,0.15571168645561237,treatment,-0.11354489754741315,0.11354489754741315,0.6415356328935083,11.238709677419354,True,2023,0.008023428669713617,univariate
MTBLS676-MTBLS676MALDIMSmetaboliteprofiling-MultipleMyeloma-Control,MTBLS676,m_MTBLS676_MALDI-MS_metabolite_profiling_v2_maf.tsv,139,146,Factor Value[Cohort],Multiple Myeloma,Control,Matrix-assisted laser desorption-ionisation imaging MS,"Department of Clinical and Molecular Medicine and Centre of Molecular Inflammation Research, Norwegian University of Science and Technology",2022-04-27,Homo sapiens,0.5,0.907624645252838,0.9485576302889577,rSCM,0.9485576302889577,multivariate models performs better than univariate models,?,50.0,89.0,SVMrbf,0.9056020489336084,rSCM,0.9485576302889577,other,Homo sapiens,Homo sapiens,phenotype description  cohort  values  multiple myeloma  control  organism  homo sapiens,0.2623021681687676,-0.06340896932003287,other,0.04093298503611964,0.04093298503611964,0.9485576302889577,1.0503597122302157,True,2022,0.04295558135534927,rule-based multivariate
MTBLS676-MTBLS676MALDIMSmetaboliteprofiling-MultipleMyeloma-Visuconplasmastandard,MTBLS676,m_MTBLS676_MALDI-MS_metabolite_profiling_v2_maf.tsv,159,146,Factor Value[Cohort],Multiple Myeloma,Visucon plasma standard,Matrix-assisted laser desorption-ionisation imaging MS,"Department of Clinical and Molecular Medicine and Centre of Molecular Inflammation Research, Norwegian University of Science and Technology",2022-04-27,Homo sapiens,0.5,0.9694393382352942,1.0,RF,1.0,multivariate models performs better than univariate models,?,70.0,89.0,PLSDA,0.9862452651515152,RF,1.0,other,Homo sapiens,Homo sapiens,phenotype description  cohort  values  multiple myeloma  visucon plasma standard  organism  homo sapiens,0.2151767006056092,-0.059463110127496714,other,0.030560661764705843,0.030560661764705843,1.0,0.9182389937106918,False,2022,0.013754734848484773,rule-based multivariate
MTBLS676-MTBLS676MALDIMSmetaboliteprofiling-Visuconplasmastandard-Control,MTBLS676,m_MTBLS676_MALDI-MS_metabolite_profiling_v2_maf.tsv,120,146,Factor Value[Cohort],Visucon plasma standard,Control,Matrix-assisted laser desorption-ionisation imaging MS,"Department of Clinical and Molecular Medicine and Centre of Molecular Inflammation Research, Norwegian University of Science and Technology",2022-04-27,Homo sapiens,0.5,0.9385094072594072,1.0,RF,1.0,multivariate models performs better than univariate models,?,50.0,70.0,PLSDA,1.0,RF,1.0,other,Homo sapiens,Homo sapiens,phenotype description  cohort  values  visucon plasma standard  control  organism  homo sapiens,0.2123610485328465,-0.058217993557380915,other,0.061490592740592764,0.061490592740592764,1.0,1.2166666666666666,True,2022,0.0,rule-based multivariate
MTBLS680-mtbls680massspectrometry-KO-WT,MTBLS680,m_mtbls680_mass_spectrometry_v2_maf.tsv,77,50,Factor Value[Genotype],KO,WT,Liquid Chromatography MS - Positive (LC-MS (POS)),unknown,2019-08-22,Mus musculus,0.5,0.669551282051282,0.7142628205128205,SVMlinear,0.7142628205128205,multivariate models performs better than univariate models,?,48.0,29.0,SVMlinear,0.7142628205128205,AdaBoost,0.6498397435897436,?,Mus musculus,Mus musculus,phenotype description  genotype  values  ko  wt  organism  mus musculus,0.04743090050474725,0.12172487600781878,mutation,0.044711538461538525,0.044711538461538525,0.7142628205128205,0.6493506493506493,False,2019,-0.06442307692307692,linear-based multivariate
MTBLS683-mtbls683POSconfirmatorymassspectrometry-intakevegetablecelery-intakevegetableonion,MTBLS683,m_mtbls683_POS_confirmatory_mass_spectrometry_v2_maf.tsv,108,3486,Factor Value[Vegetable intake],G5—intake vegetable=celery,G7—intake vegetable=onion,Liquid Chromatography MS - Positive (LC-MS (Positive)),"Institute of Biomedical Sciences, Academia Sinica, Taiwan + Department of Mathematics, Fu Jen Catholic University",2019-05-30,Homo sapiens,0.5,0.8252333960973667,0.9921875,PLSDA,0.9921875,multivariate models performs better than univariate models,?,72.0,36.0,PLSDA,0.9921875,SCMBoost,0.9633387445887446,LCMS,Homo sapiens,Homo sapiens,phenotype description  vegetable intake  values  g5—intake vegetable=celery  g7—intake vegetable=onion  organism  homo sapiens,-0.05245228010305796,-0.16740497273224852,other,0.16695410390263332,0.16695410390263332,0.9921875,32.27777777777778,True,2019,-0.028848755411255422,linear-based multivariate
MTBLS683-mtbls683POSconfirmatorymassspectrometry-intakevegetablecelery-intakevegetablespinach,MTBLS683,m_mtbls683_POS_confirmatory_mass_spectrometry_v2_maf.tsv,72,3486,Factor Value[Vegetable intake],G5—intake vegetable=celery,G2—intake vegetable=spinach,Liquid Chromatography MS - Positive (LC-MS (Positive)),"Institute of Biomedical Sciences, Academia Sinica, Taiwan + Department of Mathematics, Fu Jen Catholic University",2019-05-30,Homo sapiens,0.5,0.932465277777778,1.0,GBtree,1.0,multivariate models performs better than univariate models,?,36.0,36.0,PLSDA,1.0,GBtree,1.0,LCMS,Homo sapiens,Homo sapiens,phenotype description  vegetable intake  values  g5—intake vegetable=celery  g2—intake vegetable=spinach  organism  homo sapiens,-0.05555281826991918,-0.15656280422785546,other,0.06753472222222201,0.06753472222222201,1.0,48.416666666666664,True,2019,0.0,rule-based multivariate
MTBLS683-mtbls683POSconfirmatorymassspectrometry-intakevegetablespinach-intakevegetableonion,MTBLS683,m_mtbls683_POS_confirmatory_mass_spectrometry_v2_maf.tsv,108,3486,Factor Value[Vegetable intake],G2—intake vegetable=spinach,G7—intake vegetable=onion,Liquid Chromatography MS - Positive (LC-MS (Positive)),"Institute of Biomedical Sciences, Academia Sinica, Taiwan + Department of Mathematics, Fu Jen Catholic University",2019-05-30,Homo sapiens,0.5,0.7962103460265225,1.0,PLSDA,1.0,multivariate models performs better than univariate models,?,72.0,36.0,PLSDA,1.0,GBtree,0.9859375,LCMS,Homo sapiens,Homo sapiens,phenotype description  vegetable intake  values  g2—intake vegetable=spinach  g7—intake vegetable=onion  organism  homo sapiens,-0.05490116762587231,-0.1593250148424192,other,0.20378965397347748,0.20378965397347748,1.0,32.27777777777778,True,2019,-0.014062499999999978,linear-based multivariate
MTBLS6844-MTBLS6844FIAMSpositivemetaboliteprofiling-Mild-Moderate,MTBLS6844,m_MTBLS6844_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,36,483,Factor Value[Disease],Mild,Moderate,Flow injection analysis MS - positive,University of Naples Federico II,2023-02-01,Homo sapiens,0.5,0.8770833333333333,0.8770833333333333,SVMrbf,0.7805059523809523,univariate models performs better than multivariate models,?,16.0,20.0,SVMrbf,0.7805059523809523,RF,0.772172619047619,other,Homo sapiens,Homo sapiens,phenotype description  disease  values  mild  moderate  organism  homo sapiens,0.33907342511108407,-0.13470052967606638,disease,-0.096577380952381,0.096577380952381,0.8770833333333333,13.416666666666666,True,2023,-0.008333333333333304,univariate
MTBLS6844-MTBLS6844FIAMSpositivemetaboliteprofiling-Moderate-Severe,MTBLS6844,m_MTBLS6844_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,33,483,Factor Value[Disease],Moderate,Severe,Flow injection analysis MS - positive,University of Naples Federico II,2023-02-01,Homo sapiens,0.5,0.89375,0.89375,ElasticNet,0.6041666666666666,univariate models performs better than multivariate models,?,17.0,16.0,SVMlinear,0.47812499999999997,XGBoost,0.578125,other,Homo sapiens,Homo sapiens,phenotype description  disease  values  moderate  severe  organism  homo sapiens,0.34693632117704426,-0.13081130990042905,disease,-0.2895833333333334,0.2895833333333334,0.89375,14.636363636363637,True,2023,0.10000000000000003,univariate
MTBLS6844-MTBLS6844FIAMSpositivemetaboliteprofiling-Severe-Mild,MTBLS6844,m_MTBLS6844_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,37,483,Factor Value[Disease],Severe,Mild,Flow injection analysis MS - positive,University of Naples Federico II,2023-02-01,Homo sapiens,0.5,0.8010416666666667,0.8010416666666667,ElasticNet,0.70625,univariate models performs better than multivariate models,?,20.0,17.0,PLSDA,0.6604166666666667,AdaBoost,0.7020833333333334,other,Homo sapiens,Homo sapiens,phenotype description  disease  values  severe  mild  organism  homo sapiens,0.34190775260051365,-0.1274702351497921,disease,-0.09479166666666661,0.09479166666666661,0.8010416666666667,13.054054054054054,True,2023,0.04166666666666674,univariate
